9.792938761593524077e+02 8.177691217702629314e-03 1.426815771462451421e+00 -4.675927618180657566e-03 2.103131005358591793e-02 0.000000000000000000e+00
9.804219968783634158e+02 4.024991957025409774e-03 1.426124085750631876e+00 -1.744360714492036030e-02 2.549359105897117811e-02 0.000000000000000000e+00
9.815513393455132700e+02 1.063316828302535329e-02 1.425432782946452148e+00 -7.410274308700975920e-03 2.867661087475168250e-02 0.000000000000000000e+00
9.826820351856013076e+02 4.747087799025164270e-03 1.424741783194275468e+00 -2.229123934821041625e-02 3.178541494626074826e-02 0.000000000000000000e+00
9.838140928361150372e+02 7.560937167180039990e-03 1.424051082258634526e+00 -2.225688035091225037e-02 3.737875468527233208e-02 0.000000000000000000e+00
9.849474059847162835e+02 1.513416871048863487e-02 1.423360745772895175e+00 -9.586354985364978903e-03 3.985469240634224863e-02 0.000000000000000000e+00
9.860819543814355939e+02 1.972946149959314138e-02 1.422670786647088903e+00 -6.225790312425656670e-03 4.568471331161193943e-02 0.000000000000000000e+00
9.872178831510526607e+02 2.404166837538072171e-02 1.421981117382682847e+00 5.117854346013021860e-03 4.296548240474842156e-02 0.000000000000000000e+00
9.883551737310948511e+02 2.876949645749935641e-02 1.421291750190393222e+00 1.175443765340635806e-02 4.578455526159235650e-02 0.000000000000000000e+00
9.894935949344145456e+02 3.030028379504013519e-02 1.420602825768120692e+00 7.701529107383545125e-03 5.289903848269672526e-02 0.000000000000000000e+00
9.906334775105088966e+02 3.198560339638225475e-02 1.419914144667519196e+00 6.260387250606115790e-03 5.771081954215839804e-02 0.000000000000000000e+00
9.917747033345560794e+02 3.868822825356765110e-02 1.419225779273765919e+00 8.808116903371595793e-03 6.856833960376369774e-02 0.000000000000000000e+00
9.929171829691936182e+02 4.111675613140043650e-02 1.418537784238894872e+00 1.555407867019444751e-02 6.667943359260643243e-02 0.000000000000000000e+00
9.940610244142569627e+02 3.313757059085009615e-02 1.417850095253736065e+00 2.000243352286891138e-03 6.427489782941329943e-02 0.000000000000000000e+00
9.952061618573461601e+02 4.456590733244143732e-02 1.417162752670661163e+00 1.607984026350163867e-02 7.305197440138123943e-02 0.000000000000000000e+00
9.963525986734557591e+02 5.234035044965833910e-02 1.416475755152309945e+00 2.560990325067770065e-02 7.907079764863897409e-02 0.000000000000000000e+00
9.975003922374987724e+02 5.714796603549981285e-02 1.415789069090017449e+00 3.281012091316735935e-02 8.148581115783228024e-02 0.000000000000000000e+00
9.986494834870645718e+02 6.106946648253858828e-02 1.415102730584535395e+00 3.505713765179574448e-02 8.708179531328141820e-02 0.000000000000000000e+00
9.997998336097131187e+02 6.266112916427474255e-02 1.414416763435531355e+00 3.236607635508860492e-02 9.295618197346089406e-02 0.000000000000000000e+00
1.000951564105258740e+03 6.831982071352164787e-02 1.413731095925137682e+00 4.002453863923997879e-02 9.661510278780331695e-02 0.000000000000000000e+00
1.002104631098768664e+03 7.333177401050502975e-02 1.413045755016254734e+00 4.133220897558084056e-02 1.053313390454292120e-01 0.000000000000000000e+00
1.003258958652858041e+03 8.303716241531373943e-02 1.412360786506096977e+00 5.362532609746247653e-02 1.124489987331650509e-01 0.000000000000000000e+00
1.004414663204850058e+03 9.499646118889716606e-02 1.411676122018794111e+00 6.909275753865108671e-02 1.209001648391432454e-01 0.000000000000000000e+00
1.005571744754744373e+03 1.104844607071064910e-01 1.410991762435944707e+00 8.628671659118297699e-02 1.346822048230300328e-01 0.000000000000000000e+00
1.006730150990120592e+03 1.076872095671158047e-01 1.410307739498405821e+00 7.462494189674184764e-02 1.407494772374897618e-01 0.000000000000000000e+00
1.007889746911184716e+03 1.152354012389414928e-01 1.409624133446043537e+00 8.247219904186604833e-02 1.479986034360169511e-01 0.000000000000000000e+00
1.009050827829986815e+03 1.352778083752443072e-01 1.408940770937980425e+00 1.056560977025890885e-01 1.648995190478995398e-01 0.000000000000000000e+00
1.010213228371778655e+03 1.527118696555534449e-01 1.408257750241463713e+00 1.351183210518192290e-01 1.703054182592876886e-01 0.000000000000000000e+00
1.011376886099155172e+03 1.578338202244639610e-01 1.407575108645407580e+00 1.384561497900753391e-01 1.772114906588525829e-01 0.000000000000000000e+00
1.012541984949336324e+03 1.821255463852033685e-01 1.406892739017239657e+00 1.717211570895360584e-01 1.925299356808707063e-01 0.000000000000000000e+00
1.013708400047512555e+03 1.994559382685286708e-01 1.406210715344505813e+00 1.937942871186829896e-01 2.051175894183743520e-01 0.000000000000000000e+00
