9.792938761593524077e+02 4.640963413420578598e-04 1.215935992315222425e+00 -1.052989515185317332e-02 1.145808783453728871e-02 0.000000000000000000e+00
9.804219968783634158e+02 -2.855616049630542354e-03 1.215346536010355916e+00 -2.121819540655848005e-02 1.550696330729739447e-02 0.000000000000000000e+00
9.815513393455132700e+02 3.028189411171078229e-03 1.214757406020343877e+00 -1.240477595789761002e-02 1.846115478023976561e-02 0.000000000000000000e+00
9.826820351856013076e+02 -1.775101479555033336e-03 1.214168534292011881e+00 -2.490159546092960210e-02 2.135139250181953760e-02 0.000000000000000000e+00
9.838140928361150372e+02 8.623816105390902679e-04 1.213579917215883874e+00 -2.464147347690074166e-02 2.636623669797891895e-02 0.000000000000000000e+00
9.849474059847162835e+02 7.570177808769971983e-03 1.212991610724879488e+00 -1.357384635202345952e-02 2.871420196956340348e-02 0.000000000000000000e+00
9.860819543814355939e+02 1.173037771516219352e-02 1.212403625820959840e+00 -1.046973738615554830e-02 3.393049281647993187e-02 0.000000000000000000e+00
9.872178831510526607e+02 1.564797996034583347e-02 1.211815887937655267e+00 -5.379870512844908388e-04 3.183394697197616113e-02 0.000000000000000000e+00
9.883551737310948511e+02 1.992060124443896171e-02 1.211228407480968938e+00 5.367235835298899208e-03 3.447396665357902595e-02 0.000000000000000000e+00
9.894935949344145456e+02 2.145820407616320230e-02 1.210641304354005632e+00 2.128977033946408397e-03 4.078743111837999924e-02 0.000000000000000000e+00
9.906334775105088966e+02 2.312753169597717845e-02 1.210054408586382912e+00 1.124171313318360604e-03 4.513089207863599933e-02 0.000000000000000000e+00
9.917747033345560794e+02 2.908780079819575301e-02 1.209467781864930869e+00 3.530664384386160686e-03 5.464493721200534143e-02 0.000000000000000000e+00
9.929171829691936182e+02 3.139184722490107049e-02 1.208881470764250787e+00 9.527509862785759481e-03 5.325618458701638497e-02 0.000000000000000000e+00
9.940610244142569627e+02 2.479347182368065935e-02 1.208295420479905902e+00 -1.838989831860253716e-03 5.142593347922157221e-02 0.000000000000000000e+00
9.952061618573461601e+02 3.479430887796330918e-02 1.207709665400289012e+00 1.042953013127878581e-02 5.915908762464783255e-02 0.000000000000000000e+00
9.963525986734557591e+02 4.166940795750480320e-02 1.207124204385698230e+00 1.880625067338710654e-02 6.453256524162249985e-02 0.000000000000000000e+00
9.975003922374987724e+02 4.600644406078404497e-02 1.206539008794744960e+00 2.518973355660649241e-02 6.682315456496160100e-02 0.000000000000000000e+00
9.986494834870645718e+02 4.958508659537888552e-02 1.205954109392580298e+00 2.733615222640421727e-02 7.183402096435355377e-02 0.000000000000000000e+00
9.997998336097131187e+02 5.117047991197815060e-02 1.205369526461341101e+00 2.525843466443407001e-02 7.708252515952224160e-02 0.000000000000000000e+00
1.000951564105258740e+03 5.623403321225032420e-02 1.204785198882879937e+00 3.203243719527654881e-02 8.043562922922410652e-02 0.000000000000000000e+00
1.002104631098768664e+03 6.074394660052270106e-02 1.204201149635048429e+00 3.337399341677181608e-02 8.811389978427357217e-02 0.000000000000000000e+00
1.003258958652858041e+03 6.926777726770629029e-02 1.203617417746347895e+00 4.411116710162563126e-02 9.442438743378696320e-02 0.000000000000000000e+00
1.004414663204850058e+03 7.971896741618736404e-02 1.203033944946689804e+00 5.756294262587502431e-02 1.018749922064996899e-01 0.000000000000000000e+00
1.005571744754744373e+03 9.318787458356096731e-02 1.202450731987374288e+00 7.249099564528825590e-02 1.138847535218336926e-01 0.000000000000000000e+00
1.006730150990120592e+03 9.101652223143674725e-02 1.201867805918040100e+00 6.273761539944834598e-02 1.192954290634251763e-01 0.000000000000000000e+00
1.007889746911184716e+03 9.769336623398733321e-02 1.201285235119302852e+00 6.967025687906221176e-02 1.257164755889124408e-01 0.000000000000000000e+00
1.009050827829986815e+03 1.150563572649115074e-01 1.200702871869630428e+00 8.972023680676327606e-02 1.403924777230597387e-01 0.000000000000000000e+00
1.010213228371778655e+03 1.301879013838018462e-01 1.200120799912618441e+00 1.151397405386557493e-01 1.452360622289479153e-01 0.000000000000000000e+00
1.011376886099155172e+03 1.347881374008857991e-01 1.199539051025973135e+00 1.182139767202474573e-01 1.513622980815241548e-01 0.000000000000000000e+00
1.012541984949336324e+03 1.557761073529503326e-01 1.198957533911046758e+00 1.468769973926387085e-01 1.646752173132619568e-01 0.000000000000000000e+00
1.013708400047512555e+03 1.705991842911832590e-01 1.198376311620212409e+00 1.657566457521473802e-01 1.754417228302191378e-01 0.000000000000000000e+00
1.014876176956114705e+03 1.830720902033642905e-01 1.197795362074024705e+00 1.842427402185947138e-01 1.819014401881338394e-01 0.000000000000000000e+00
1.016045168862865694e+03 1.946758263785645926e-01 1.197214758805899004e+00 1.929194837953752129e-01 1.964321689617540279e-01 0.000000000000000000e+00
1.017215664329826268e+03 2.116767926871006289e-01 1.196634359161240280e+00 2.188707989545042865e-01 2.044827864196969991e-01 0.000000000000000000e+00
1.018387455794812468e+03 2.551885627578818205e-01 1.196054266821541479e+00 2.857754120386404861e-01 2.246017134771231827e-01 0.000000000000000000e+00
1.019560528070348028e+03 2.814555822363981052e-01 1.195474489790424144e+00 3.128964234859954452e-01 2.500147409868007653e-01 0.000000000000000000e+00
1.020734999281252271e+03 3.062119458793852722e-01 1.194894970292299963e+00 3.596111186641606783e-01 2.528127730946099216e-01 0.000000000000000000e+00
1.021910909927463877e+03 3.788106242301955140e-01 1.194315689137469771e+00 4.911538742898920451e-01 2.664673741704989274e-01 0.000000000000000000e+00
1.023088101384224274e+03 4.435284797544741808e-01 1.193736725115204012e+00 6.054508154989485247e-01 2.816061440099998925e-01 0.000000000000000000e+00
1.024266568589041526e+03 5.069087162199891194e-01 1.193158081160709205e+00 7.239074819628653623e-01 2.899099504771129876e-01 0.000000000000000000e+00
1.025446519104098797e+03 5.197490746066091294e-01 1.192579656043677216e+00 7.451618001989070983e-01 2.943363490143111050e-01 0.000000000000000000e+00
1.026627828054587098e+03 4.886626493521197268e-01 1.192001511760125032e+00 7.244001868293804547e-01 2.529251118748591098e-01 0.000000000000000000e+00
1.027810355378219356e+03 4.458488625611912171e-01 1.191423717316380193e+00 6.630563968517841911e-01 2.286413282705982153e-01 0.000000000000000000e+00
1.028994384574563583e+03 3.550437115105306018e-01 1.190846134818383417e+00 5.080786035279982737e-01 2.020088194930629022e-01 0.000000000000000000e+00
1.030179832956246173e+03 2.969413823482769943e-01 1.190268805464918866e+00 4.143830236782769516e-01 1.794997410182770092e-01 0.000000000000000000e+00
1.031366519961042286e+03 2.684032089421372058e-01 1.189691817736029833e+00 3.686529629721372325e-01 1.681534549121372069e-01 0.000000000000000000e+00
1.032554730776016413e+03 2.389068653326112679e-01 1.189115033633381335e+00 3.140587071126112462e-01 1.637550235526112619e-01 0.000000000000000000e+00
1.033744114401704337e+03 2.212719354843946939e-01 1.188538624122318810e+00 2.808191378293947160e-01 1.617247331393946164e-01 0.000000000000000000e+00
1.034934962775160784e+03 2.027186938370683089e-01 1.187962448229686885e+00 2.462226830770683217e-01 1.592147045970683239e-01 0.000000000000000000e+00
1.036127171271545649e+03 1.934707974249489648e-01 1.187386557303530266e+00 2.288567825899489316e-01 1.580848122599490257e-01 0.000000000000000000e+00
1.037320800640766038e+03 1.861545215628984118e-01 1.186810922669189416e+00 2.159341537928983756e-01 1.563748893328984757e-01 0.000000000000000000e+00
1.038515641633140604e+03 1.777429217027172992e-01 1.186235645729171395e+00 1.998274255377173458e-01 1.556584178677172803e-01 0.000000000000000000e+00
1.039712031748155141e+03 1.759416415001524570e-01 1.185660564626683788e+00 1.972893516151524307e-01 1.545939313851524832e-01 0.000000000000000000e+00
1.040909738111165098e+03 1.738625632464905757e-01 1.185085792057701370e+00 1.951953933164906063e-01 1.525297331764905451e-01 0.000000000000000000e+00
1.042108725284723732e+03 1.735505305819355359e-01 1.184511345465869114e+00 1.990910548969355154e-01 1.480100062669355843e-01 0.000000000000000000e+00
1.043309210955999333e+03 1.695586343683017638e-01 1.183937121203107123e+00 1.923977240033017400e-01 1.467195447333017599e-01 0.000000000000000000e+00
1.044511077000172691e+03 1.663120267592788082e-01 1.183363176532500782e+00 1.910463565842788203e-01 1.415776969342788516e-01 0.000000000000000000e+00
1.045714348729704625e+03 1.637757198142391901e-01 1.182789500013828210e+00 1.951642484092392105e-01 1.323871912192391975e-01 0.000000000000000000e+00
1.046918894519795685e+03 1.575672367686612729e-01 1.182216154920330498e+00 1.913899953486612737e-01 1.237444781886612444e-01 0.000000000000000000e+00
1.048124923620126992e+03 1.483867044896797771e-01 1.181643042258452070e+00 1.866474814046797381e-01 1.101259275746797883e-01 0.000000000000000000e+00
1.049332331405858667e+03 1.279824251345529629e-01 1.181070212470737069e+00 1.612598024645529315e-01 9.470504780455296645e-02 0.000000000000000000e+00
1.050541060502077016e+03 1.103136866633889490e-01 1.180497693308844909e+00 1.392091054133889894e-01 8.141826791338893643e-02 0.000000000000000000e+00
1.051751229033603067e+03 9.727220356159611836e-02 1.179925429420571659e+00 1.246775892615960973e-01 6.986681786159615326e-02 0.000000000000000000e+00
